RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_HTECH
1,311,4014,145944,St Edward's Church of England Academy,AC,0,0,3,12,23,0,51,90%,0%,90%,29%,0%,51,90%,12,23,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,0%,92%,25%,0%
1,311,4700,137040,The Campion School,ACC,0,0,3,-5,1,-11,168,71%,4%,67%,26%,0%,168,71%,-5,1,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,75%,25%,0%
1,311,5400,138326,The Frances Bardsley Academy for Girls,ACC,0,0,3,-2,5,-9,113,79%,4%,74%,25%,0%,113,79%,-2,5,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,0%,71%,19%,0%
1,311,5402,136600,The Coopers' Company and Coborn School,ACC,0,0,3,1,6,-4,261,88%,8%,80%,42%,SP,261,88%,1,5,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,76%,47%,SUPP
1,311,5403,137233,Sacred Heart of Mary Girls' School,ACC,0,0,3,6,13,-1,111,84%,2%,81%,34%,1%,111,84%,6,13,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,77%,0%,SUPP,SUPP,SUPP
1,311,6905,136090,Drapers' Academy,AC,0,0,3,-1,9,-11,66,77%,3%,74%,32%,0%,66,77%,-1,8,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,SUPP,SUPP,SUPP,0%
LA,311,,,,,,,NA,1,NA,NA,770,82%,5%,77%,33%,SP,770,82%,1,NA,NA,NA,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,5%,76%,34%,SP
1,312,4009,141035,De Salis Studio College,SS,0,0,NA,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,3,0,SUPP,NA,NA,NA,NA,0,SUPP,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,4014,142887,Global Academy,UTC,0,0,3,-1,7,-9,102,50%,3%,45%,6%,2%,17,65%,-6,13,-25,3,2,SUPP,SUPP,SUPP,SUPP,3,83,46%,-1,9,-11,3,54%,SUPP,50%,8%,SUPP
1,312,4021,145121,Park Academy West London,AC,0,0,NA,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,3,0,SUPP,NA,NA,NA,NA,0,SUPP,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,4023,140748,Ruislip High School,ACC,0,0,3,-2,7,-11,82,76%,6%,68%,18%,1%,82,76%,-2,6,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,SUPP,77%,8%,SUPP
1,312,4024,146375,UTC Heathrow,UTC,0,0,1,29,41,16,45,78%,7%,69%,13%,2%,5,SUPP,SUPP,SUPP,SUPP,3,40,78%,31,46,15,2,0,0%,NA,NA,NA,NA,76%,0%,SUPP,SUPP,SUPP
1,312,4600,137407,Bishop Ramsey Church of England School,ACC,0,0,3,6,13,-1,130,85%,4%,80%,37%,2%,130,85%,6,12,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,SUPP,88%,25%,SUPP
1,312,4654,136329,Guru Nanak Sikh Academy,ACC,0,0,3,10,20,0,63,94%,8%,86%,41%,0%,63,94%,10,19,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,50%,0%
1,312,5400,137633,Bishopshalt School,ACC,0,0,2,10,16,3,152,86%,3%,83%,24%,0%,152,86%,10,16,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,3%,80%,13%,0%
1,312,5401,136519,Haydon School,ACC,0,0,2,12,18,5,187,84%,3%,79%,26%,2%,183,84%,12,17,6,2,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,97%,3%,93%,10%,0%
1,312,5402,137635,Vyners School,ACC,0,0,3,5,12,-2,132,83%,3%,78%,32%,2%,118,87%,5,12,-2,3,14,50%,3,28,-22,3,0,0%,NA,NA,NA,NA,70%,0%,70%,20%,0%
1,312,5403,136711,Queensmead School,ACC,0,0,3,6,13,-1,125,85%,1%,83%,30%,1%,125,85%,6,13,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,SUPP,61%,6%,SUPP
1,312,5404,136768,Uxbridge High School,ACC,0,0,1,19,27,10,88,90%,3%,86%,23%,0%,84,90%,18,26,9,1,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,88%,0%,88%,20%,0%
1,312,5405,137829,Northwood School,ACC,0,0,3,6,21,-9,27,93%,4%,89%,48%,0%,27,93%,6,21,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,5406,137077,Rosedale College,ACC,0,0,3,7,22,-8,27,81%,4%,78%,19%,0%,22,82%,3,19,-13,3,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,67%,SUPP,SUPP,SUPP,0%
1,312,5407,137078,Hewens College,ACC,0,0,3,12,43,-19,7,86%,0%,86%,0%,0%,7,86%,12,41,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,5408,137925,The Douay Martyrs Catholic School,ACC,0,0,2,14,22,5,96,89%,4%,83%,22%,1%,96,89%,14,22,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,SUPP,SUPP,SUPP
1,312,5409,102449,Oak Wood School,FD,0,0,1,29,48,9,19,84%,0%,79%,5%,5%,9,100%,27,53,0,3,10,70%,30,60,0,3,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP
1,312,5410,136631,Swakeleys School for Girls,ACC,0,0,2,15,22,7,111,92%,0%,90%,37%,2%,99,93%,12,19,4,2,12,83%,43,70,15,1,0,0%,NA,NA,NA,NA,91%,0%,91%,37%,0%
1,312,5411,102451,Harlington School,FD,0,0,1,21,31,10,69,90%,1%,87%,13%,1%,69,90%,21,30,11,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,90%,8%,SUPP
1,312,5412,137844,Barnhill Community High School,ACC,0,0,2,15,22,7,136,89%,0%,88%,32%,1%,135,90%,15,21,8,2,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP
1,312,6906,135004,Harefield School,AC,0,0,3,2,19,-15,23,74%,9%,65%,22%,0%,23,74%,2,18,-14,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,8000,130446,"HRUC (Harrow, Richmond & Uxbridge Colleges)",General Further Education College,0,0,2,8,10,5,1059,60%,2%,54%,5%,5%,490,64%,4,7,0,3,35,34%,-10,6,-26,3,534,58%,13,17,8,2,58%,2%,53%,3%,3%
LA,312,,,,,,,NA,9,NA,NA,2684,74%,2%,69%,18%,3%,1940,81%,8,NA,NA,NA,127,62%,16,NA,NA,NA,617,57%,11,NA,NA,NA,75%,3%,69%,21%,3%
1,313,4000,138266,Reach Academy Feltham,F,0,0,3,8,20,-4,42,88%,2%,86%,29%,0%,37,86%,3,15,-9,3,0,0%,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,1,83%,SUPP,SUPP,SUPP,0%
1,313,4003,142126,Space Studio West London,SS,0,0,1,19,33,4,33,85%,0%,82%,24%,3%,30,90%,21,35,6,1,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,80%,0%,SUPP,SUPP,SUPP
1,313,4004,142781,Logic Studio School,SS,0,0,2,10,18,1,90,72%,3%,69%,2%,0%,73,75%,9,18,0,3,17,59%,13,36,-10,3,0,0%,NA,NA,NA,NA,66%,3%,62%,0%,0%
1,313,4020,137907,Chiswick School,ACC,0,0,1,20,28,11,88,91%,0%,91%,24%,0%,78,91%,17,25,8,1,10,90%,47,77,16,1,0,0%,NA,NA,NA,NA,96%,0%,96%,11%,0%
1,313,4022,137009,Rivers Academy West London,ACC,0,0,3,8,19,-3,55,84%,2%,82%,25%,0%,55,84%,8,18,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,SUPP,SUPP,SUPP,0%
1,313,4024,139095,Brentford School for Girls,ACC,0,0,1,20,30,9,60,93%,2%,88%,25%,3%,60,93%,20,30,9,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,SUPP,SUPP,0%
1,313,4026,138924,Heston Community School,ACC,0,0,1,17,24,9,139,88%,1%,87%,22%,0%,139,88%,17,23,10,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,SUPP,SUPP,SUPP,0%
1,313,4027,136341,Lampton Academy,ACC,0,0,2,14,20,7,149,92%,3%,87%,36%,2%,149,92%,14,20,7,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,83%,19%,SUPP
1,313,4028,102539,The Heathland School,CY,0,0,2,12,17,6,211,91%,1%,88%,30%,1%,211,91%,12,17,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,0%,82%,14%,0%
1,313,4029,136522,Cranford Community College,ACC,0,0,2,16,22,9,163,86%,4%,82%,34%,1%,140,91%,17,23,10,1,15,80%,33,57,8,2,8,13%,-37,-2,-71,5,85%,SUPP,83%,28%,SUPP
1,313,4500,137940,Isleworth and Syon School for Boys,ACC,0,0,1,17,26,7,77,90%,3%,87%,29%,0%,67,88%,11,20,1,2,10,100%,57,87,26,1,0,0%,NA,NA,NA,NA,93%,0%,93%,40%,0%
1,313,4600,139989,The Green School for Girls,ACC,0,0,2,16,27,4,48,90%,4%,83%,35%,2%,48,90%,16,27,4,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,80%,28%,SUPP
1,313,4800,137995,St Mark's Catholic School,ACC,0,0,3,6,13,-1,129,91%,0%,89%,44%,2%,129,91%,6,12,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,0%,87%,40%,7%
1,313,5400,137928,"Gumley House RC Convent School, FCJ",ACC,0,0,3,5,14,-4,74,85%,1%,81%,42%,3%,74,85%,5,14,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,SUPP,73%,27%,SUPP
1,313,5401,102545,Gunnersbury Catholic School,VA,0,0,2,8,14,1,169,88%,1%,86%,39%,1%,169,88%,8,14,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,0%
1,313,8001,130447,West Thames College,General Further Education College,0,0,2,8,13,2,207,51%,SP,43%,2%,7%,13,69%,16,37,-5,3,0,0%,NA,NA,NA,NA,194,50%,7,13,0,3,49%,SUPP,44%,SUPP,SUPP
LA,313,,,,,,,NA,12,NA,NA,1734,84%,2%,80%,27%,2%,1472,89%,12,NA,NA,NA,55,76%,32,NA,NA,NA,207,50%,6,NA,NA,NA,85%,2%,81%,31%,2%
1,206,4003,144962,City of London Academy Highbury Grove,AC,0,0,3,7,18,-4,50,80%,0%,80%,36%,0%,50,80%,7,18,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,0%,79%,36%,0%
1,206,4004,146031,The London Screen Academy,F1619,0,0,4,-8,-2,-13,273,48%,SP,47%,10%,1%,53,55%,-27,-16,-37,5,0,0%,NA,NA,NA,NA,220,47%,-3,3,-9,3,49%,SUPP,SUPP,SUPP,0%
1,206,4307,100455,Highbury Fields School,CY,0,0,3,12,24,0,47,91%,0%,89%,40%,2%,47,91%,12,23,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,0%,SUPP,SUPP,SUPP
1,206,4614,100458,Central Foundation Boys' School,VA,0,0,3,7,15,-1,93,78%,0%,76%,31%,2%,79,82%,6,14,-2,3,14,57%,14,39,-11,3,0,0%,NA,NA,NA,NA,77%,0%,77%,32%,0%
1,206,4651,100459,St Aloysius RC College,VA,0,0,3,17,36,-2,18,83%,0%,83%,44%,0%,18,83%,17,35,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,67%,0%
1,206,6905,134314,St Mary Magdalene Academy,AC,0,0,3,3,11,-5,96,88%,2%,85%,61%,0%,96,88%,3,11,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,SUPP,SUPP,0%
1,206,6906,135587,City of London Academy Islington,AC,0,0,3,14,28,0,32,88%,0%,88%,34%,0%,32,88%,14,27,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,0%,82%,27%,0%
LA,206,,,,,,,NA,1,NA,NA,609,68%,SP,67%,28%,1%,375,81%,3,NA,NA,NA,14,57%,14,NA,NA,NA,220,47%,-3,NA,NA,NA,64%,1%,61%,25%,2%
1,207,4000,140212,Kensington Aldridge Academy,AC,0,0,2,9,16,1,109,94%,0%,91%,60%,3%,109,94%,9,16,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,97%,0%,SUPP,SUPP,SUPP
1,207,5402,141931,The Cardinal Vaughan Memorial RC School,ACC,0,0,3,3,9,-3,169,91%,1%,90%,67%,0%,169,91%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,0%
1,207,6905,135531,Chelsea Academy,AC,0,0,3,4,11,-3,135,84%,1%,84%,30%,0%,135,84%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,SUPP,SUPP,SUPP,0%
1,207,8600,130411,St Charles Catholic Sixth Form College,Sixth Form College,0,0,1,19,24,13,268,81%,SP,79%,10%,1%,216,81%,15,20,9,2,0,0%,NA,NA,NA,NA,52,77%,32,45,18,1,81%,SUPP,SUPP,SUPP,SUPP
LA,207,,,,,,,NA,9,NA,NA,787,87%,SP,86%,40%,1%,735,87%,8,NA,NA,NA,0,0%,NA,NA,NA,NA,52,77%,32,NA,NA,NA,86%,SUPP,86%,45%,SUPP
1,314,4004,137848,Coombe Girls' School,ACC,0,0,2,11,17,4,148,93%,0%,93%,34%,0%,148,93%,11,17,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,18%,0%
1,314,4009,137917,Southborough High School,ACC,0,0,3,1,13,-11,46,76%,2%,74%,17%,0%,46,76%,1,12,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,SUPP,SUPP,SUPP,0%
1,314,4010,136615,The Tiffin Girls' School,ACC,0,0,3,3,9,-3,158,96%,2%,92%,79%,1%,158,96%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP
1,314,4011,137060,Tolworth Girls' School and Sixth Form,ACC,0,0,3,2,9,-5,115,77%,3%,73%,16%,0%,115,77%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,0%,71%,0%,0%
1,314,5400,136910,Tiffin School,ACC,0,0,3,3,8,-2,231,96%,2%,93%,84%,1%,231,96%,3,8,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,80%,0%
1,314,5401,137299,Richard Challoner School,ACC,0,0,3,3,10,-4,117,84%,3%,81%,39%,0%,115,85%,4,11,-3,3,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,89%,0%,89%,33%,0%
1,314,5402,138459,The Holy Cross School,ACC,0,0,3,9,17,0,102,89%,2%,83%,34%,4%,102,89%,9,16,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,SUPP,71%,18%,SUPP
1,314,5403,137859,Coombe Boys' School,ACC,0,0,1,26,38,13,43,84%,0%,84%,12%,0%,43,84%,26,38,13,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,11%,0%
1,314,5404,137678,The Hollyfield School and Sixth Form Centre,ACC,0,0,2,14,22,5,88,85%,1%,83%,33%,1%,88,85%,14,22,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,SUPP,SUPP,SUPP,SUPP
1,314,8001,130448,South Thames Colleges Group,General Further Education College,0,0,2,9,11,6,784,57%,2%,50%,6%,5%,43,53%,-3,9,-15,3,24,46%,3,22,-16,3,717,58%,10,13,6,2,53%,1%,48%,7%,4%
LA,314,,,,,,,NA,8,NA,NA,1832,75%,2%,71%,31%,3%,1089,88%,6,NA,NA,NA,24,46%,3,NA,NA,NA,719,58%,10,NA,NA,NA,78%,2%,74%,35%,3%
1,208,4000,139659,Oasis Academy South Bank,F,0,0,3,9,20,-2,51,90%,6%,84%,45%,0%,51,90%,9,20,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,4%,80%,40%,0%
1,208,4002,140564,King's College London Maths School,F1619,0,0,3,4,14,-6,69,97%,3%,94%,93%,0%,69,97%,4,13,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,0%
1,208,4223,100624,The Norwood School,CY,0,0,3,-4,5,-13,72,65%,0%,63%,13%,3%,56,61%,-14,-3,-24,4,11,91%,37,66,7,2,5,SUPP,SUPP,SUPP,SUPP,3,82%,0%,SUPP,SUPP,SUPP
1,208,4321,100625,Lilian Baylis Technology School,CY,0,0,3,6,14,-2,100,81%,1%,79%,24%,1%,100,81%,6,13,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP
1,208,4731,144309,The Elmgreen School,ACC,0,0,2,15,24,5,79,86%,3%,84%,30%,0%,79,86%,15,23,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,SUPP,SUPP,SUPP,0%
1,208,5400,100637,La Retraite Roman Catholic Girls' School,VA,0,0,1,18,26,9,99,88%,2%,86%,21%,0%,98,88%,18,25,10,1,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,82%,0%,82%,18%,0%
1,208,5401,100638,Bishop Thomas Grant Catholic Secondary School,VA,0,0,2,15,22,7,120,91%,1%,89%,43%,1%,99,93%,11,18,3,2,0,0%,NA,NA,NA,NA,21,81%,36,57,14,1,95%,SUPP,SUPP,SUPP,SUPP
1,208,5402,137093,Dunraven School,ACC,0,0,3,4,11,-3,115,86%,1%,84%,43%,1%,115,86%,4,11,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,SUPP,87%,38%,SUPP
1,208,5404,137966,St Martin in the Fields High School for Girls,ACC,0,1,3,14,28,0,34,79%,0%,79%,15%,0%,34,79%,14,27,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,11%,0%
1,208,5405,100642,London Nautical School,FD,0,0,3,11,21,0,67,61%,0%,42%,3%,19%,24,67%,1,17,-15,3,4,SUPP,SUPP,SUPP,SUPP,3,39,56%,14,29,-1,3,70%,0%,48%,SUPP,22%
1,208,6905,134815,The Elms Academy,AC,0,0,3,-1,9,-11,59,75%,0%,75%,37%,0%,59,75%,-1,9,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,0%,70%,30%,0%
1,208,8027,130413,Lambeth College,General Further Education College,0,0,3,4,13,-5,71,48%,0%,48%,3%,0%,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,67,49%,6,17,-5,3,46%,0%,46%,SUPP,0%
LA,208,,,,,,,NA,8,NA,NA,998,78%,1%,75%,30%,2%,809,84%,7,NA,NA,NA,55,55%,11,NA,NA,NA,134,56%,13,NA,NA,NA,80%,2%,77%,36%,2%
1,209,4001,148003,Sedgehill Academy,AC,0,0,3,1,13,-11,46,72%,2%,70%,15%,0%,46,72%,1,12,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,SUPP,SUPP,SUPP,0%
1,209,4204,100741,Sydenham School,CY,1,0,2,11,18,3,119,88%,2%,84%,37%,3%,119,88%,11,18,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,0%,93%,22%,4%
1,209,4289,100745,Forest Hill School,CY,1,0,3,2,10,-6,92,77%,0%,77%,33%,0%,92,77%,2,10,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,63%,0%,63%,16%,0%
1,209,4646,100750,Prendergast School,VA,0,0,3,2,9,-5,124,81%,1%,80%,40%,1%,124,81%,2,9,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP
3,209,4950,132942,Sydenham and Forest Hill Sixth Form,,NA,0,2,7,12,1,211,83%,1%,81%,35%,1%,211,83%,7,12,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,80%,20%,2%
1,209,6905,135073,Haberdashers' Hatcham College,AC,0,0,2,13,20,5,133,89%,0%,88%,35%,2%,133,89%,13,19,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,87%,27%,0%
1,209,6906,135070,Haberdashers' Knights Academy,AC,0,0,2,15,23,6,87,77%,1%,72%,16%,3%,68,78%,11,20,1,2,19,74%,28,50,5,2,0,0%,NA,NA,NA,NA,83%,SUPP,80%,14%,SUPP
1,209,8600,130416,Christ The King Sixth Form College,Sixth Form College,0,0,1,21,24,17,679,85%,1%,82%,13%,1%,657,85%,21,24,17,1,22,82%,41,61,20,1,0,0%,NA,NA,NA,NA,85%,1%,82%,12%,1%
LA,209,,,,,,,NA,15,NA,NA,1280,84%,1%,81%,22%,2%,1239,84%,15,NA,NA,NA,41,78%,35,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,1%,82%,25%,2%
1,315,4050,102673,Ricards Lodge High School,CY,1,0,3,8,16,0,89,85%,2%,83%,29%,0%,89,85%,8,16,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,0%,70%,9%,0%
1,315,4052,102674,Raynes Park High School,CY,0,0,3,14,28,0,35,74%,0%,74%,11%,0%,17,82%,10,29,-9,3,18,67%,17,39,-5,3,0,0%,NA,NA,NA,NA,82%,0%,82%,18%,0%
1,315,4500,102679,Rutlish School,VC,1,0,2,10,18,1,107,88%,2%,86%,26%,0%,107,88%,10,17,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,25%,0%
1,315,4701,102681,Wimbledon College,VA,0,0,3,0,6,-6,154,75%,1%,72%,30%,1%,154,75%,0,6,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,0%,70%,30%,0%
3,315,4901,136509,RR6,,NA,0,2,9,14,3,196,87%,2%,85%,28%,0%,196,87%,9,14,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,0%,82%,15%,0%
1,315,5400,102683,Ursuline High School Wimbledon,VA,0,0,2,13,19,6,166,92%,2%,87%,51%,3%,166,92%,13,19,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,85%,0%,78%,30%,7%
1,315,6905,131897,Harris Academy Merton,AC,1,0,2,11,19,2,100,85%,0%,85%,14%,0%,100,85%,11,18,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,97%,0%,97%,23%,0%
1,315,6906,134003,St Mark's Church of England Academy,AC,0,0,3,-4,9,-17,36,69%,0%,69%,19%,0%,36,69%,-4,9,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,63%,0%,63%,0%,0%
LA,315,,,,,,,NA,8,NA,NA,687,84%,1%,81%,31%,1%,669,84%,8,NA,NA,NA,18,67%,17,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,2%,81%,33%,1%
1,316,4000,138403,London Academy of Excellence,F1619,0,0,3,4,9,-1,231,96%,2%,92%,78%,2%,231,96%,4,9,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,2%,92%,71%,2%
1,316,4001,138196,School 21,F,0,0,2,11,18,3,129,95%,2%,90%,43%,2%,129,95%,11,17,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,2%,91%,53%,2%
1,316,4003,139703,Harris Academy Chobham,AC,0,0,2,9,16,1,125,86%,3%,82%,42%,0%,110,88%,8,15,0,3,15,67%,17,41,-7,3,0,0%,NA,NA,NA,NA,89%,2%,88%,41%,0%
1,316,4009,142903,London Design and Engineering UTC,UTC,0,0,3,7,14,0,109,72%,3%,67%,13%,2%,47,81%,0,11,-11,3,62,65%,12,24,0,3,0,0%,NA,NA,NA,NA,76%,SUPP,72%,17%,SUPP
1,316,4010,144511,"Newham Collegiate Sixth Form Centre, City of London Academy",F1619,0,0,3,5,9,0,286,97%,4%,91%,75%,2%,286,97%,5,9,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,97%,5%,90%,76%,2%
1,316,4031,136669,Brampton Manor Academy,ACC,0,0,3,5,9,0,380,97%,1%,95%,90%,1%,380,97%,5,9,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,98%,SUPP,95%,87%,SUPP
1,316,4600,102786,St Angela's Ursuline School,VA,0,0,2,11,17,4,188,90%,4%,84%,34%,2%,188,90%,11,16,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,1%,91%,34%,1%
1,316,4601,102787,St Bonaventure's RC School,VA,0,0,2,12,18,5,175,90%,1%,87%,34%,2%,175,90%,12,17,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,SUPP,84%,33%,SUPP
1,316,8001,130451,Newham College of Further Education,General Further Education College,0,0,4,-9,-3,-14,255,36%,3%,31%,2%,3%,75,55%,0,9,-9,3,2,SUPP,SUPP,SUPP,SUPP,3,178,28%,-14,-6,-21,4,43%,1%,40%,3%,3%
1,316,8600,130452,Newham Sixth Form College,Sixth Form College,0,0,1,19,22,15,717,77%,1%,74%,15%,2%,303,85%,11,15,6,2,26,65%,24,42,5,2,388,72%,25,29,20,2,78%,1%,75%,13%,2%
LA,316,,,,,,,NA,9,NA,NA,2621,83%,2%,79%,42%,2%,1950,91%,7,NA,NA,NA,105,66%,17,NA,NA,NA,566,58%,13,NA,NA,NA,83%,2%,79%,46%,2%
1,317,4001,138518,Ark Isaac Newton Academy,AC,0,0,2,16,23,8,110,95%,3%,92%,32%,1%,110,95%,16,23,8,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,85%,37%,SUPP
